AP890101-0002 2:0.23648648648648649 0:0.15786240786240785 19:0.10872235872235872 7:0.09398034398034398 5:0.08169533169533169 13:0.07678132678132678 11:0.06203931203931204 4:0.05466830466830467 6:0.049754299754299756 10:0.04238329238329238 9:0.017813267813267815 16:0.010442260442260442 1:0.003071253071253071 12:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 17:6.142506142506142E-4 18:6.142506142506142E-4 3:6.142506142506142E-4 8:6.142506142506142E-4
AP890922-0254 5:0.6033333333333334 9:0.10733333333333334 2:0.059333333333333335 1:0.054 18:0.048666666666666664 6:0.03266666666666666 14:0.019333333333333334 12:0.014 16:0.014 4:0.014 10:0.014 17:0.011333333333333334 19:0.0033333333333333335 11:6.666666666666666E-4 13:6.666666666666666E-4 15:6.666666666666666E-4 0:6.666666666666666E-4 3:6.666666666666666E-4 7:6.666666666666666E-4 8:6.666666666666666E-4
AP890922-0257 1:0.33100558659217877 14:0.14664804469273743 13:0.12430167597765363 17:0.09636871508379888 8:0.08519553072625698 10:0.05726256983240224 15:0.051675977653631286 12:0.046089385474860335 2:0.023743016759776536 7:0.012569832402234637 9:0.012569832402234637 11:0.0013966480446927375 16:0.0013966480446927375 18:0.0013966480446927375 19:0.0013966480446927375 0:0.0013966480446927375 3:0.0013966480446927375 4:0.0013966480446927375 5:0.0013966480446927375 6:0.0013966480446927375
AP890923-0131 17:0.42912371134020616 2:0.13530927835051546 4:0.09922680412371133 15:0.07345360824742268 13:0.04768041237113402 1:0.04252577319587629 8:0.04252577319587629 11:0.03221649484536082 5:0.027061855670103094 18:0.02190721649484536 3:0.02190721649484536 9:0.011597938144329897 19:0.006443298969072165 12:0.001288659793814433 14:0.001288659793814433 16:0.001288659793814433 0:0.001288659793814433 6:0.001288659793814433 7:0.001288659793814433 10:0.001288659793814433
AP890924-0030 15:0.38333333333333336 4:0.1482456140350877 2:0.1412280701754386 17:0.1307017543859649 14:0.11315789473684211 18:0.02543859649122807 1:0.021929824561403508 11:0.014912280701754385 16:0.007894736842105263 13:0.0043859649122807015 12:8.771929824561404E-4 19:8.771929824561404E-4 0:8.771929824561404E-4 3:8.771929824561404E-4 5:8.771929824561404E-4 6:8.771929824561404E-4 7:8.771929824561404E-4 8:8.771929824561404E-4 9:8.771929824561404E-4 10:8.771929824561404E-4
AP890925-0114 17:0.30339805825242716 2:0.2354368932038835 8:0.14805825242718446 9:0.14805825242718446 4:0.050970873786407765 13:0.0412621359223301 15:0.03155339805825243 19:0.012135922330097087 11:0.0024271844660194173 12:0.0024271844660194173 14:0.0024271844660194173 16:0.0024271844660194173 18:0.0024271844660194173 0:0.0024271844660194173 1:0.0024271844660194173 3:0.0024271844660194173 5:0.0024271844660194173 6:0.0024271844660194173 7:0.0024271844660194173 10:0.0024271844660194173
AP890925-0226 14:0.26684397163120566 2:0.21010638297872342 17:0.17109929078014185 1:0.17109929078014185 11:0.03634751773049645 13:0.03280141843971631 4:0.03280141843971631 12:0.015070921985815602 15:0.015070921985815602 0:0.01152482269503546 7:0.01152482269503546 16:0.007978723404255319 10:0.007978723404255319 19:0.004432624113475178 18:8.865248226950354E-4 3:8.865248226950354E-4 5:8.865248226950354E-4 6:8.865248226950354E-4 8:8.865248226950354E-4 9:8.865248226950354E-4
AP890925-0237 13:0.3210659898477157 2:0.20431472081218274 8:0.13324873096446702 6:0.11294416243654823 14:0.046954314720812185 5:0.046954314720812185 16:0.031725888324873094 11:0.01649746192893401 12:0.01649746192893401 19:0.01649746192893401 9:0.01649746192893401 7:0.011421319796954314 0:0.006345177664974619 3:0.006345177664974619 4:0.006345177664974619 15:0.0012690355329949238 17:0.0012690355329949238 18:0.0012690355329949238 1:0.0012690355329949238 10:0.0012690355329949238
AP890926-0016 0:0.31805555555555554 6:0.2847222222222222 2:0.1625 9:0.07361111111111111 3:0.05138888888888889 1:0.04027777777777778 12:0.018055555555555554 18:0.018055555555555554 13:0.006944444444444444 19:0.006944444444444444 7:0.006944444444444444 11:0.001388888888888889 14:0.001388888888888889 15:0.001388888888888889 16:0.001388888888888889 17:0.001388888888888889 4:0.001388888888888889 5:0.001388888888888889 8:0.001388888888888889 10:0.001388888888888889
AP890926-0225 4:0.17882562277580072 18:0.16814946619217083 3:0.14323843416370108 2:0.12188612099644128 14:0.09697508896797152 13:0.0791814946619217 6:0.04715302491103203 7:0.04359430604982206 9:0.04359430604982206 17:0.018683274021352312 5:0.015124555160142349 15:0.011565836298932384 0:0.00800711743772242 8:0.00800711743772242 10:0.00800711743772242 1:0.004448398576512456 11:8.896797153024911E-4 12:8.896797153024911E-4 16:8.896797153024911E-4 19:8.896797153024911E-4
AP890926-0264 19:0.6710526315789473 2:0.18301435406698566 7:0.04904306220095694 10:0.039473684210526314 5:0.01555023923444976 12:0.01076555023923445 1:0.01076555023923445 0:0.005980861244019139 11:0.0011961722488038277 13:0.0011961722488038277 14:0.0011961722488038277 15:0.0011961722488038277 16:0.0011961722488038277 17:0.0011961722488038277 18:0.0011961722488038277 3:0.0011961722488038277 4:0.0011961722488038277 6:0.0011961722488038277 8:0.0011961722488038277 9:0.0011961722488038277
AP890927-0033 18:0.43514150943396224 14:0.18985849056603774 15:0.12853773584905662 2:0.07665094339622641 9:0.04363207547169811 3:0.0294811320754717 6:0.024764150943396228 1:0.015330188679245283 11:0.01061320754716981 4:0.01061320754716981 10:0.01061320754716981 16:0.00589622641509434 7:0.00589622641509434 8:0.00589622641509434 12:0.0011792452830188679 13:0.0011792452830188679 17:0.0011792452830188679 19:0.0011792452830188679 0:0.0011792452830188679 5:0.0011792452830188679
AP890927-0174 15:0.46389645776566757 3:0.18324250681198911 14:0.06607629427792916 2:0.060626702997275204 9:0.055177111716621256 8:0.03337874659400545 18:0.030653950953678476 0:0.030653950953678476 11:0.0170299727520436 5:0.0170299727520436 4:0.01430517711171662 10:0.008855585831062671 17:0.006130790190735695 1:0.006130790190735695 19:0.0034059945504087193 12:6.811989100817438E-4 13:6.811989100817438E-4 16:6.811989100817438E-4 6:6.811989100817438E-4 7:6.811989100817438E-4
AP890927-0265 12:0.20026881720430106 1:0.16801075268817203 5:0.15188172043010753 16:0.1196236559139785 19:0.08736559139784947 13:0.06586021505376344 10:0.04973118279569892 0:0.033602150537634407 3:0.033602150537634407 2:0.0228494623655914 11:0.01747311827956989 15:0.01747311827956989 6:0.012096774193548387 7:0.006720430107526882 8:0.006720430107526882 14:0.0013440860215053765 17:0.0013440860215053765 18:0.0013440860215053765 4:0.0013440860215053765 9:0.0013440860215053765
AP890927-0282 1:0.48026315789473684 5:0.2013157894736842 19:0.10657894736842105 12:0.08552631578947369 8:0.06447368421052632 13:0.017105263157894738 2:0.017105263157894738 18:0.006578947368421052 6:0.006578947368421052 11:0.0013157894736842105 14:0.0013157894736842105 15:0.0013157894736842105 16:0.0013157894736842105 17:0.0013157894736842105 0:0.0013157894736842105 3:0.0013157894736842105 4:0.0013157894736842105 7:0.0013157894736842105 9:0.0013157894736842105 10:0.0013157894736842105
AP890928-0068 2:0.2231543624161074 3:0.20302013422818793 6:0.18288590604026847 8:0.15604026845637584 13:0.04865771812080537 10:0.04865771812080537 4:0.04194630872483222 11:0.02181208053691275 12:0.015100671140939598 0:0.015100671140939598 9:0.015100671140939598 16:0.008389261744966443 7:0.008389261744966443 14:0.0016778523489932886 15:0.0016778523489932886 17:0.0016778523489932886 18:0.0016778523489932886 19:0.0016778523489932886 1:0.0016778523489932886 5:0.0016778523489932886
AP890928-0089 15:0.7018716577540107 18:0.08689839572192513 2:0.06016042780748663 16:0.03877005347593583 17:0.02807486631016043 8:0.02807486631016043 1:0.012032085561497326 3:0.012032085561497326 13:0.0066844919786096255 7:0.0066844919786096255 9:0.0066844919786096255 11:0.001336898395721925 12:0.001336898395721925 14:0.001336898395721925 19:0.001336898395721925 0:0.001336898395721925 4:0.001336898395721925 5:0.001336898395721925 6:0.001336898395721925 10:0.001336898395721925
AP890928-0148 17:0.5593112244897959 2:0.18431122448979592 15:0.06696428571428571 4:0.046556122448979595 1:0.04400510204081633 6:0.03125 3:0.02614795918367347 14:0.01594387755102041 0:0.008290816326530613 7:0.005739795918367347 11:0.0031887755102040817 8:0.0031887755102040817 12:6.377551020408163E-4 13:6.377551020408163E-4 16:6.377551020408163E-4 18:6.377551020408163E-4 19:6.377551020408163E-4 5:6.377551020408163E-4 9:6.377551020408163E-4 10:6.377551020408163E-4
AP890928-0310 19:0.4365284974093264 2:0.17746113989637305 13:0.10492227979274611 5:0.07383419689119171 1:0.04792746113989637 8:0.042746113989637305 12:0.03238341968911917 6:0.03238341968911917 10:0.01683937823834197 16:0.011658031088082901 9:0.011658031088082901 11:0.0012953367875647669 14:0.0012953367875647669 15:0.0012953367875647669 17:0.0012953367875647669 18:0.0012953367875647669 0:0.0012953367875647669 3:0.0012953367875647669 4:0.0012953367875647669 7:0.0012953367875647669
AP890929-0107 15:0.7178571428571429 2:0.075 13:0.060714285714285714 14:0.060714285714285714 11:0.017857142857142856 9:0.017857142857142856 12:0.0035714285714285713 16:0.0035714285714285713 17:0.0035714285714285713 18:0.0035714285714285713 19:0.0035714285714285713 0:0.0035714285714285713 1:0.0035714285714285713 3:0.0035714285714285713 4:0.0035714285714285713 5:0.0035714285714285713 6:0.0035714285714285713 7:0.0035714285714285713 8:0.0035714285714285713 10:0.0035714285714285713
AP890929-0120 18:0.36538461538461536 3:0.18356643356643357 6:0.12762237762237763 2:0.12062937062937062 11:0.043706293706293704 17:0.03671328671328671 16:0.02972027972027972 12:0.015734265734265736 13:0.015734265734265736 19:0.015734265734265736 0:0.015734265734265736 5:0.008741258741258742 9:0.008741258741258742 14:0.0017482517482517483 15:0.0017482517482517483 1:0.0017482517482517483 4:0.0017482517482517483 7:0.0017482517482517483 8:0.0017482517482517483 10:0.0017482517482517483
AP890929-0230 8:0.503731343283582 5:0.19527363184079602 18:0.17537313432835822 7:0.05099502487562189 2:0.041044776119402986 3:0.006218905472636816 4:0.006218905472636816 10:0.006218905472636816 11:0.0012437810945273632 12:0.0012437810945273632 13:0.0012437810945273632 14:0.0012437810945273632 15:0.0012437810945273632 16:0.0012437810945273632 17:0.0012437810945273632 19:0.0012437810945273632 0:0.0012437810945273632 1:0.0012437810945273632 6:0.0012437810945273632 9:0.0012437810945273632
AP890929-0239 5:0.7731660231660231 2:0.12065637065637065 4:0.027992277992277992 19:0.016409266409266408 3:0.016409266409266408 7:0.012548262548262547 1:0.008687258687258687 11:0.004826254826254826 6:0.004826254826254826 10:0.004826254826254826 12:9.652509652509653E-4 13:9.652509652509653E-4 14:9.652509652509653E-4 15:9.652509652509653E-4 16:9.652509652509653E-4 17:9.652509652509653E-4 18:9.652509652509653E-4 0:9.652509652509653E-4 8:9.652509652509653E-4 9:9.652509652509653E-4
AP890930-0084 13:0.274746192893401 17:0.16053299492385786 2:0.14784263959390864 1:0.14276649746192893 14:0.11230964467005077 18:0.03616751269035533 3:0.023477157360406092 4:0.023477157360406092 12:0.020939086294416244 15:0.018401015228426396 5:0.0133248730964467 9:0.010786802030456852 7:0.005710659898477157 11:0.0031725888324873096 8:0.0031725888324873096 16:6.345177664974619E-4 19:6.345177664974619E-4 0:6.345177664974619E-4 6:6.345177664974619E-4 10:6.345177664974619E-4
AP891001-0034 10:0.32048872180451127 2:0.21146616541353383 3:0.20018796992481203 14:0.06109022556390977 17:0.06109022556390977 1:0.03477443609022556 6:0.03477443609022556 0:0.023496240601503758 9:0.019736842105263157 19:0.015977443609022556 4:0.004699248120300752 7:0.004699248120300752 11:9.398496240601503E-4 12:9.398496240601503E-4 13:9.398496240601503E-4 15:9.398496240601503E-4 16:9.398496240601503E-4 18:9.398496240601503E-4 5:9.398496240601503E-4 8:9.398496240601503E-4
AP891002-0145 4:0.6085434173669467 18:0.18277310924369747 2:0.09593837535014006 5:0.03711484593837535 17:0.023109243697478993 9:0.02030812324929972 6:0.011904761904761904 11:0.0063025210084033615 14:0.0035014005602240898 7:0.0035014005602240898 12:7.002801120448179E-4 13:7.002801120448179E-4 15:7.002801120448179E-4 16:7.002801120448179E-4 19:7.002801120448179E-4 0:7.002801120448179E-4 1:7.002801120448179E-4 3:7.002801120448179E-4 8:7.002801120448179E-4 10:7.002801120448179E-4
AP891002-0159 10:0.326555023923445 9:0.21650717703349281 2:0.2021531100478469 1:0.1590909090909091 17:0.04904306220095694 11:0.01076555023923445 15:0.01076555023923445 14:0.005980861244019139 18:0.005980861244019139 12:0.0011961722488038277 13:0.0011961722488038277 16:0.0011961722488038277 19:0.0011961722488038277 0:0.0011961722488038277 3:0.0011961722488038277 4:0.0011961722488038277 5:0.0011961722488038277 6:0.0011961722488038277 7:0.0011961722488038277 8:0.0011961722488038277
AP891002-0217 4:0.5840277777777778 18:0.19791666666666666 2:0.13402777777777777 1:0.022916666666666665 16:0.02013888888888889 3:0.011805555555555555 14:0.009027777777777777 5:0.009027777777777777 8:0.003472222222222222 11:6.944444444444445E-4 12:6.944444444444445E-4 13:6.944444444444445E-4 15:6.944444444444445E-4 17:6.944444444444445E-4 19:6.944444444444445E-4 0:6.944444444444445E-4 6:6.944444444444445E-4 7:6.944444444444445E-4 9:6.944444444444445E-4 10:6.944444444444445E-4
AP891003-0025 4:0.5928770949720671 18:0.17946927374301677 2:0.12081005586592179 1:0.039804469273743016 9:0.02863128491620112 3:0.017458100558659217 5:0.006284916201117319 13:0.0034916201117318434 14:0.0034916201117318434 11:6.983240223463687E-4 12:6.983240223463687E-4 15:6.983240223463687E-4 16:6.983240223463687E-4 17:6.983240223463687E-4 19:6.983240223463687E-4 0:6.983240223463687E-4 6:6.983240223463687E-4 7:6.983240223463687E-4 8:6.983240223463687E-4 10:6.983240223463687E-4
AP891003-0066 17:0.34030837004405284 1:0.15528634361233482 14:0.15088105726872247 2:0.12004405286343613 7:0.05837004405286344 4:0.053964757709251104 10:0.04515418502202643 5:0.031938325991189426 18:0.009911894273127754 0:0.009911894273127754 6:0.009911894273127754 11:0.005506607929515419 12:0.0011013215859030838 13:0.0011013215859030838 15:0.0011013215859030838 16:0.0011013215859030838 19:0.0011013215859030838 3:0.0011013215859030838 8:0.0011013215859030838 9:0.0011013215859030838
AP891003-0135 4:0.37685643564356436 5:0.16893564356435645 7:0.08725247524752475 17:0.06745049504950495 2:0.06497524752475248 9:0.0625 1:0.04517326732673267 13:0.0327970297029703 19:0.0327970297029703 15:0.017945544554455444 18:0.01547029702970297 3:0.012995049504950494 16:0.01051980198019802 11:6.188118811881188E-4 12:6.188118811881188E-4 14:6.188118811881188E-4 0:6.188118811881188E-4 6:6.188118811881188E-4 8:6.188118811881188E-4 10:6.188118811881188E-4
AP891003-0158 7:0.33955223880597013 2:0.25 9:0.21019900497512436 0:0.0708955223880597 11:0.046019900497512436 19:0.036069651741293535 5:0.011194029850746268 8:0.011194029850746268 10:0.011194029850746268 12:0.0012437810945273632 13:0.0012437810945273632 14:0.0012437810945273632 15:0.0012437810945273632 16:0.0012437810945273632 17:0.0012437810945273632 18:0.0012437810945273632 1:0.0012437810945273632 3:0.0012437810945273632 4:0.0012437810945273632 6:0.0012437810945273632
AP891003-0194 0:0.5337837837837838 2:0.11036036036036036 15:0.10135135135135136 3:0.06531531531531531 6:0.05630630630630631 10:0.0472972972972973 11:0.02027027027027027 1:0.02027027027027027 5:0.01126126126126126 7:0.01126126126126126 12:0.0022522522522522522 13:0.0022522522522522522 14:0.0022522522522522522 16:0.0022522522522522522 17:0.0022522522522522522 18:0.0022522522522522522 19:0.0022522522522522522 4:0.0022522522522522522 8:0.0022522522522522522 9:0.0022522522522522522
AP891003-0225 5:0.3582474226804124 1:0.16924398625429554 7:0.13831615120274915 2:0.11769759450171821 11:0.05240549828178694 19:0.05240549828178694 9:0.04553264604810996 18:0.01804123711340206 4:0.01804123711340206 3:0.014604810996563574 12:0.00429553264604811 14:0.00429553264604811 13:8.59106529209622E-4 15:8.59106529209622E-4 16:8.59106529209622E-4 17:8.59106529209622E-4 0:8.59106529209622E-4 6:8.59106529209622E-4 8:8.59106529209622E-4 10:8.59106529209622E-4
AP891003-0246 16:0.17735042735042736 2:0.17165242165242164 13:0.12891737891737892 1:0.12606837606837606 3:0.08903133903133903 0:0.06908831908831908 19:0.049145299145299144 10:0.046296296296296294 11:0.0405982905982906 8:0.0349002849002849 9:0.017806267806267807 17:0.012108262108262107 4:0.012108262108262107 5:0.009259259259259259 6:0.009259259259259259 7:0.0035612535612535613 12:7.122507122507123E-4 14:7.122507122507123E-4 15:7.122507122507123E-4 18:7.122507122507123E-4
AP891004-0020 14:0.6487068965517241 2:0.1314655172413793 17:0.09698275862068965 11:0.01939655172413793 1:0.01939655172413793 6:0.01939655172413793 16:0.010775862068965518 3:0.010775862068965518 5:0.010775862068965518 7:0.010775862068965518 12:0.0021551724137931034 13:0.0021551724137931034 15:0.0021551724137931034 18:0.0021551724137931034 19:0.0021551724137931034 0:0.0021551724137931034 4:0.0021551724137931034 8:0.0021551724137931034 9:0.0021551724137931034 10:0.0021551724137931034
AP891004-0103 13:0.2918326693227092 17:0.20816733067729085 2:0.20019920318725098 1:0.07270916334661355 10:0.06872509960159362 14:0.052788844621513946 5:0.03286852589641434 18:0.02888446215139442 9:0.02091633466135458 16:0.008964143426294821 4:0.0049800796812749 11:9.9601593625498E-4 12:9.9601593625498E-4 15:9.9601593625498E-4 19:9.9601593625498E-4 0:9.9601593625498E-4 3:9.9601593625498E-4 6:9.9601593625498E-4 7:9.9601593625498E-4 8:9.9601593625498E-4
AP891004-0154 2:0.2521551724137931 8:0.17456896551724138 13:0.10560344827586207 0:0.08836206896551724 16:0.0625 3:0.0625 19:0.05387931034482758 14:0.04525862068965517 7:0.04525862068965517 9:0.04525862068965517 15:0.028017241379310345 17:0.010775862068965518 10:0.010775862068965518 11:0.0021551724137931034 12:0.0021551724137931034 18:0.0021551724137931034 1:0.0021551724137931034 4:0.0021551724137931034 5:0.0021551724137931034 6:0.0021551724137931034
AP891004-0248 19:0.514102564102564 2:0.2064102564102564 8:0.047435897435897434 16:0.04230769230769231 6:0.04230769230769231 14:0.03717948717948718 18:0.03205128205128205 5:0.026923076923076925 17:0.016666666666666666 13:0.011538461538461539 9:0.011538461538461539 11:0.001282051282051282 12:0.001282051282051282 15:0.001282051282051282 0:0.001282051282051282 1:0.001282051282051282 3:0.001282051282051282 4:0.001282051282051282 7:0.001282051282051282 10:0.001282051282051282
AP891004-0253 7:0.2713963963963964 19:0.15878378378378377 2:0.11373873873873874 14:0.10022522522522523 9:0.08671171171171171 0:0.0686936936936937 5:0.04617117117117117 4:0.037162162162162164 13:0.02364864864864865 3:0.019144144144144143 6:0.01463963963963964 10:0.01463963963963964 11:0.010135135135135136 16:0.010135135135135136 8:0.010135135135135136 12:0.00563063063063063 17:0.00563063063063063 15:0.0011261261261261261 18:0.0011261261261261261 1:0.0011261261261261261
AP891005-0035 15:0.46948818897637795 3:0.21751968503937008 18:0.0639763779527559 6:0.05216535433070866 14:0.04429133858267716 2:0.04429133858267716 9:0.040354330708661415 8:0.028543307086614175 17:0.012795275590551181 7:0.008858267716535433 1:0.004921259842519685 10:0.004921259842519685 11:9.84251968503937E-4 12:9.84251968503937E-4 13:9.84251968503937E-4 16:9.84251968503937E-4 19:9.84251968503937E-4 0:9.84251968503937E-4 4:9.84251968503937E-4 5:9.84251968503937E-4
AP891005-0254 13:0.3245920745920746 2:0.14044289044289043 15:0.12645687645687645 17:0.11946386946386946 14:0.09149184149184149 16:0.06118881118881119 4:0.04020979020979021 3:0.026223776223776224 9:0.0168997668997669 11:0.012237762237762238 6:0.012237762237762238 1:0.009906759906759906 19:0.005244755244755245 10:0.005244755244755245 12:0.002913752913752914 0:0.002913752913752914 18:5.827505827505828E-4 5:5.827505827505828E-4 7:5.827505827505828E-4 8:5.827505827505828E-4
AP891005-0255 8:0.4061904761904762 2:0.20238095238095238 1:0.1376190476190476 6:0.06904761904761905 19:0.051904761904761905 11:0.034761904761904765 3:0.029047619047619048 4:0.023333333333333334 14:0.015714285714285715 5:0.011904761904761904 18:0.004285714285714286 0:0.004285714285714286 16:0.002380952380952381 17:0.002380952380952381 7:0.002380952380952381 12:4.761904761904762E-4 13:4.761904761904762E-4 15:4.761904761904762E-4 9:4.761904761904762E-4 10:4.761904761904762E-4
AP891006-0069 3:0.29423076923076924 19:0.20961538461538462 18:0.08653846153846154 9:0.07884615384615384 12:0.07115384615384615 2:0.06346153846153846 10:0.05576923076923077 6:0.032692307692307694 16:0.025 0:0.025 5:0.01730769230769231 13:0.009615384615384616 14:0.009615384615384616 7:0.009615384615384616 11:0.0019230769230769232 15:0.0019230769230769232 17:0.0019230769230769232 1:0.0019230769230769232 4:0.0019230769230769232 8:0.0019230769230769232
AP891006-0257 3:0.21634615384615385 15:0.15865384615384615 17:0.15865384615384615 5:0.13942307692307693 13:0.0625 4:0.0625 11:0.04326923076923077 8:0.04326923076923077 19:0.02403846153846154 1:0.02403846153846154 6:0.02403846153846154 12:0.004807692307692308 14:0.004807692307692308 16:0.004807692307692308 18:0.004807692307692308 0:0.004807692307692308 2:0.004807692307692308 7:0.004807692307692308 9:0.004807692307692308 10:0.004807692307692308
AP891009-0013 17:0.48057432432432434 2:0.16638513513513514 3:0.12922297297297297 14:0.09881756756756757 15:0.02787162162162162 1:0.017736486486486486 11:0.014358108108108109 6:0.014358108108108109 19:0.01097972972972973 4:0.01097972972972973 10:0.01097972972972973 7:0.007601351351351352 9:0.004222972972972973 12:8.445945945945946E-4 13:8.445945945945946E-4 16:8.445945945945946E-4 18:8.445945945945946E-4 0:8.445945945945946E-4 5:8.445945945945946E-4 8:8.445945945945946E-4
AP891009-0149 16:0.3953287197231834 2:0.2292387543252595 13:0.15657439446366783 18:0.052768166089965395 10:0.052768166089965395 12:0.025086505190311418 1:0.025086505190311418 15:0.02162629757785467 3:0.014705882352941176 17:0.01124567474048443 8:0.004325259515570935 9:0.004325259515570935 11:8.650519031141869E-4 14:8.650519031141869E-4 19:8.650519031141869E-4 0:8.650519031141869E-4 4:8.650519031141869E-4 5:8.650519031141869E-4 6:8.650519031141869E-4 7:8.650519031141869E-4
AP891010-0008 6:0.47564935064935066 14:0.19642857142857142 8:0.09902597402597403 10:0.07954545454545454 3:0.060064935064935064 11:0.03409090909090909 9:0.021103896103896104 1:0.008116883116883116 5:0.008116883116883116 12:0.0016233766233766235 13:0.0016233766233766235 15:0.0016233766233766235 16:0.0016233766233766235 17:0.0016233766233766235 18:0.0016233766233766235 19:0.0016233766233766235 0:0.0016233766233766235 2:0.0016233766233766235 4:0.0016233766233766235 7:0.0016233766233766235
AP891010-0228 2:0.4318181818181818 19:0.2196969696969697 1:0.12878787878787878 8:0.06818181818181818 6:0.03787878787878788 11:0.007575757575757576 12:0.007575757575757576 13:0.007575757575757576 14:0.007575757575757576 15:0.007575757575757576 16:0.007575757575757576 17:0.007575757575757576 18:0.007575757575757576 0:0.007575757575757576 3:0.007575757575757576 4:0.007575757575757576 5:0.007575757575757576 7:0.007575757575757576 9:0.007575757575757576 10:0.007575757575757576
AP891010-0264 12:0.7259174311926605 2:0.125 5:0.06536697247706422 7:0.02408256880733945 19:0.0194954128440367 13:0.010321100917431193 18:0.005733944954128441 6:0.005733944954128441 9:0.005733944954128441 11:0.0011467889908256881 14:0.0011467889908256881 15:0.0011467889908256881 16:0.0011467889908256881 17:0.0011467889908256881 0:0.0011467889908256881 1:0.0011467889908256881 3:0.0011467889908256881 4:0.0011467889908256881 8:0.0011467889908256881 10:0.0011467889908256881
AP891010-0279 19:0.49383802816901406 2:0.17693661971830985 5:0.13468309859154928 1:0.08890845070422536 6:0.022007042253521125 3:0.018485915492957746 4:0.018485915492957746 8:0.018485915492957746 14:0.011443661971830986 11:0.0044014084507042256 15:0.0044014084507042256 12:8.802816901408451E-4 13:8.802816901408451E-4 16:8.802816901408451E-4 17:8.802816901408451E-4 18:8.802816901408451E-4 0:8.802816901408451E-4 7:8.802816901408451E-4 9:8.802816901408451E-4 10:8.802816901408451E-4
AP891011-0036 10:0.27020958083832336 4:0.22230538922155688 2:0.13847305389221556 8:0.11152694610778444 3:0.06661676646706587 13:0.036676646706586824 9:0.036676646706586824 12:0.027694610778443114 5:0.02470059880239521 18:0.012724550898203593 14:0.009730538922155689 0:0.009730538922155689 6:0.009730538922155689 11:0.006736526946107785 15:0.006736526946107785 16:0.0037425149700598802 1:0.0037425149700598802 17:7.485029940119761E-4 19:7.485029940119761E-4 7:7.485029940119761E-4
AP891011-0098 8:0.2717391304347826 18:0.23695652173913043 2:0.12391304347826088 9:0.12391304347826088 13:0.08043478260869565 16:0.04565217391304348 10:0.03695652173913044 15:0.02826086956521739 19:0.010869565217391304 0:0.010869565217391304 4:0.010869565217391304 11:0.002173913043478261 12:0.002173913043478261 14:0.002173913043478261 17:0.002173913043478261 1:0.002173913043478261 3:0.002173913043478261 5:0.002173913043478261 6:0.002173913043478261 7:0.002173913043478261
AP891011-0144 4:0.2916666666666667 2:0.16203703703703703 8:0.13734567901234568 18:0.10648148148148148 13:0.10030864197530864 11:0.05092592592592592 3:0.044753086419753084 10:0.026234567901234566 14:0.020061728395061727 17:0.013888888888888888 1:0.013888888888888888 9:0.013888888888888888 19:0.007716049382716049 12:0.0015432098765432098 15:0.0015432098765432098 16:0.0015432098765432098 0:0.0015432098765432098 5:0.0015432098765432098 6:0.0015432098765432098 7:0.0015432098765432098
AP891011-0203 15:0.2646341463414634 17:0.1329268292682927 2:0.10365853658536585 1:0.09390243902439024 12:0.07926829268292683 8:0.06951219512195123 18:0.06463414634146342 9:0.06463414634146342 4:0.054878048780487805 13:0.03536585365853658 11:0.015853658536585366 0:0.01097560975609756 14:0.0012195121951219512 16:0.0012195121951219512 19:0.0012195121951219512 3:0.0012195121951219512 5:0.0012195121951219512 6:0.0012195121951219512 7:0.0012195121951219512 10:0.0012195121951219512
AP891011-0262 2:0.26731160896130346 3:0.23676171079429736 1:0.12270875763747455 5:0.10437881873727088 9:0.06160896130346232 8:0.04938900203665988 10:0.04735234215885947 4:0.043279022403258656 6:0.022912423625254582 14:0.014765784114052953 7:0.008655804480651732 0:0.006619144602851324 19:0.004582484725050916 11:0.0025458248472505093 15:0.0025458248472505093 17:0.0025458248472505093 12:5.091649694501018E-4 13:5.091649694501018E-4 16:5.091649694501018E-4 18:5.091649694501018E-4
AP891011-0276 19:0.32177033492822965 5:0.23564593301435408 1:0.19736842105263158 8:0.06339712918660287 12:0.04904306220095694 9:0.034688995215311005 6:0.025119617224880382 7:0.02033492822966507 11:0.01555023923444976 17:0.01076555023923445 10:0.01076555023923445 2:0.005980861244019139 13:0.0011961722488038277 14:0.0011961722488038277 15:0.0011961722488038277 16:0.0011961722488038277 18:0.0011961722488038277 0:0.0011961722488038277 3:0.0011961722488038277 4:0.0011961722488038277
AP891011-0281 4:0.3048469387755102 2:0.18069727891156462 3:0.16539115646258504 5:0.09226190476190477 1:0.05144557823129252 6:0.04124149659863945 11:0.039540816326530615 14:0.03443877551020408 17:0.025935374149659865 8:0.020833333333333332 9:0.017431972789115645 13:0.015731292517006803 18:0.003826530612244898 12:0.0021258503401360546 16:0.0021258503401360546 15:4.2517006802721087E-4 19:4.2517006802721087E-4 0:4.2517006802721087E-4 7:4.2517006802721087E-4 10:4.2517006802721087E-4
AP891012-0102 6:0.4462025316455696 3:0.14240506329113925 18:0.11708860759493671 12:0.07911392405063292 5:0.07911392405063292 11:0.04113924050632911 8:0.04113924050632911 2:0.015822784810126583 13:0.0031645569620253164 14:0.0031645569620253164 15:0.0031645569620253164 16:0.0031645569620253164 17:0.0031645569620253164 19:0.0031645569620253164 0:0.0031645569620253164 1:0.0031645569620253164 4:0.0031645569620253164 7:0.0031645569620253164 9:0.0031645569620253164 10:0.0031645569620253164
