AP890101-0014 2:0.26444723618090454 13:0.21168341708542712 9:0.16896984924623115 18:0.11871859296482412 15:0.05339195979899498 17:0.04585427135678392 8:0.04585427135678392 14:0.025753768844221106 1:0.023241206030150754 11:0.008165829145728644 16:0.008165829145728644 5:0.008165829145728644 0:0.005653266331658292 3:0.00314070351758794 7:0.00314070351758794 10:0.00314070351758794 12:6.28140703517588E-4 19:6.28140703517588E-4 4:6.28140703517588E-4 6:6.28140703517588E-4
AP890929-0125 4:0.5681818181818182 18:0.1396103896103896 9:0.11796536796536797 2:0.06168831168831169 11:0.027056277056277056 0:0.027056277056277056 17:0.01406926406926407 1:0.00974025974025974 12:0.005411255411255411 15:0.005411255411255411 19:0.005411255411255411 3:0.005411255411255411 7:0.005411255411255411 13:0.0010822510822510823 14:0.0010822510822510823 16:0.0010822510822510823 5:0.0010822510822510823 6:0.0010822510822510823 8:0.0010822510822510823 10:0.0010822510822510823
AP891001-0076 12:0.7100785340314136 15:0.1106020942408377 1:0.04253926701570681 19:0.03206806282722513 16:0.026832460732984294 7:0.016361256544502618 18:0.0137434554973822 5:0.0137434554973822 6:0.0137434554973822 4:0.0058900523560209425 9:0.0058900523560209425 14:0.0032722513089005235 11:6.544502617801048E-4 13:6.544502617801048E-4 17:6.544502617801048E-4 0:6.544502617801048E-4 2:6.544502617801048E-4 3:6.544502617801048E-4 8:6.544502617801048E-4 10:6.544502617801048E-4
AP891002-0029 12:0.6836206896551724 15:0.12155172413793103 16:0.052586206896551725 19:0.04913793103448276 5:0.0353448275862069 7:0.014655172413793103 10:0.014655172413793103 1:0.011206896551724138 4:0.007758620689655172 11:8.620689655172414E-4 13:8.620689655172414E-4 14:8.620689655172414E-4 17:8.620689655172414E-4 18:8.620689655172414E-4 0:8.620689655172414E-4 2:8.620689655172414E-4 3:8.620689655172414E-4 6:8.620689655172414E-4 8:8.620689655172414E-4 9:8.620689655172414E-4
AP891002-0054 2:0.47774869109947643 17:0.13743455497382198 10:0.10602094240837696 6:0.09031413612565445 9:0.09031413612565445 16:0.032722513089005235 13:0.017015706806282723 8:0.011780104712041885 11:0.006544502617801047 15:0.006544502617801047 18:0.006544502617801047 0:0.006544502617801047 12:0.0013089005235602095 14:0.0013089005235602095 19:0.0013089005235602095 1:0.0013089005235602095 3:0.0013089005235602095 4:0.0013089005235602095 5:0.0013089005235602095 7:0.0013089005235602095
AP891002-0113 2:0.6037946428571429 18:0.10825892857142858 4:0.07254464285714286 15:0.04575892857142857 19:0.03236607142857143 17:0.027901785714285716 7:0.027901785714285716 13:0.0234375 9:0.018973214285714284 0:0.010044642857142858 5:0.010044642857142858 3:0.005580357142857143 10:0.005580357142857143 11:0.0011160714285714285 12:0.0011160714285714285 14:0.0011160714285714285 16:0.0011160714285714285 1:0.0011160714285714285 6:0.0011160714285714285 8:0.0011160714285714285
AP891002-0165 5:0.5843558282208589 9:0.2223926380368098 18:0.04447852760736196 15:0.03834355828220859 4:0.03834355828220859 19:0.02607361963190184 17:0.013803680981595092 3:0.007668711656441718 6:0.007668711656441718 11:0.0015337423312883436 12:0.0015337423312883436 13:0.0015337423312883436 14:0.0015337423312883436 16:0.0015337423312883436 0:0.0015337423312883436 1:0.0015337423312883436 2:0.0015337423312883436 7:0.0015337423312883436 8:0.0015337423312883436 10:0.0015337423312883436
AP891003-0031 5:0.6075757575757575 9:0.2681818181818182 15:0.06212121212121212 0:0.019696969696969695 4:0.013636363636363636 7:0.007575757575757576 11:0.0015151515151515152 12:0.0015151515151515152 13:0.0015151515151515152 14:0.0015151515151515152 16:0.0015151515151515152 17:0.0015151515151515152 18:0.0015151515151515152 19:0.0015151515151515152 1:0.0015151515151515152 2:0.0015151515151515152 3:0.0015151515151515152 6:0.0015151515151515152 8:0.0015151515151515152 10:0.0015151515151515152
AP891003-0047 15:0.2775229357798165 2:0.231651376146789 17:0.14908256880733944 9:0.13990825688073394 5:0.05733944954128441 4:0.0389908256880734 1:0.02981651376146789 18:0.020642201834862386 8:0.020642201834862386 12:0.011467889908256881 11:0.0022935779816513763 13:0.0022935779816513763 14:0.0022935779816513763 16:0.0022935779816513763 19:0.0022935779816513763 0:0.0022935779816513763 3:0.0022935779816513763 6:0.0022935779816513763 7:0.0022935779816513763 10:0.0022935779816513763
AP891003-0156 10:0.4901785714285714 18:0.23660714285714285 0:0.14375 9:0.04732142857142857 6:0.01875 7:0.01875 13:0.011607142857142858 15:0.008035714285714285 1:0.008035714285714285 16:0.004464285714285714 8:0.004464285714285714 11:8.928571428571428E-4 12:8.928571428571428E-4 14:8.928571428571428E-4 17:8.928571428571428E-4 19:8.928571428571428E-4 2:8.928571428571428E-4 3:8.928571428571428E-4 4:8.928571428571428E-4 5:8.928571428571428E-4
AP891003-0159 18:0.37790697674418605 4:0.2616279069767442 1:0.09883720930232558 5:0.056976744186046514 12:0.04302325581395349 6:0.03837209302325582 17:0.029069767441860465 9:0.02441860465116279 3:0.019767441860465116 11:0.015116279069767442 7:0.010465116279069767 13:0.005813953488372093 14:0.005813953488372093 8:0.005813953488372093 15:0.0011627906976744186 16:0.0011627906976744186 19:0.0011627906976744186 0:0.0011627906976744186 2:0.0011627906976744186 10:0.0011627906976744186
AP891003-0217 6:0.2418831168831169 0:0.2353896103896104 9:0.137987012987013 18:0.10551948051948051 8:0.07305194805194805 10:0.06655844155844155 7:0.04707792207792208 12:0.027597402597402596 4:0.021103896103896104 19:0.01461038961038961 16:0.008116883116883116 3:0.008116883116883116 11:0.0016233766233766235 13:0.0016233766233766235 14:0.0016233766233766235 15:0.0016233766233766235 17:0.0016233766233766235 1:0.0016233766233766235 2:0.0016233766233766235 5:0.0016233766233766235
AP891004-0001 5:0.6676029962546817 9:0.23314606741573032 18:0.05711610486891386 15:0.008426966292134831 17:0.008426966292134831 19:0.0046816479400749065 4:0.0046816479400749065 7:0.0046816479400749065 11:9.363295880149813E-4 12:9.363295880149813E-4 13:9.363295880149813E-4 14:9.363295880149813E-4 16:9.363295880149813E-4 0:9.363295880149813E-4 1:9.363295880149813E-4 2:9.363295880149813E-4 3:9.363295880149813E-4 6:9.363295880149813E-4 8:9.363295880149813E-4 10:9.363295880149813E-4
AP891004-0122 12:0.403125 13:0.115625 5:0.078125 9:0.078125 7:0.065625 10:0.065625 15:0.053125 18:0.028125 2:0.028125 8:0.028125 16:0.015625 3:0.015625 11:0.003125 14:0.003125 17:0.003125 19:0.003125 0:0.003125 1:0.003125 4:0.003125 6:0.003125
AP891004-0137 2:0.3594147582697201 18:0.12022900763358779 13:0.1049618320610687 17:0.0846055979643766 15:0.07951653944020357 14:0.048982188295165395 1:0.048982188295165395 6:0.04643765903307888 0:0.02608142493638677 3:0.02099236641221374 7:0.02099236641221374 12:0.015903307888040712 11:0.013358778625954198 4:0.0031806615776081423 9:0.0031806615776081423 16:6.361323155216285E-4 19:6.361323155216285E-4 5:6.361323155216285E-4 8:6.361323155216285E-4 10:6.361323155216285E-4
AP891004-0158 3:0.41786570743405277 17:0.1564748201438849 18:0.14448441247002397 9:0.11330935251798561 7:0.09172661870503597 1:0.02697841726618705 11:0.01738609112709832 0:0.0077937649880095924 12:0.00539568345323741 14:0.00539568345323741 8:0.00539568345323741 10:0.002997601918465228 13:5.995203836930455E-4 15:5.995203836930455E-4 16:5.995203836930455E-4 19:5.995203836930455E-4 2:5.995203836930455E-4 4:5.995203836930455E-4 5:5.995203836930455E-4 6:5.995203836930455E-4
AP891004-0168 19:0.5492831541218638 18:0.1442652329749104 12:0.08333333333333333 9:0.05465949820788531 15:0.04032258064516129 4:0.036738351254480286 2:0.025985663082437275 13:0.022401433691756272 14:0.015232974910394265 16:0.015232974910394265 6:0.004480286738351254 11:8.960573476702509E-4 17:8.960573476702509E-4 0:8.960573476702509E-4 1:8.960573476702509E-4 3:8.960573476702509E-4 5:8.960573476702509E-4 7:8.960573476702509E-4 8:8.960573476702509E-4 10:8.960573476702509E-4
AP891004-0273 10:0.5368055555555555 18:0.15347222222222223 0:0.12569444444444444 7:0.07569444444444444 9:0.06180555555555556 1:0.02013888888888889 19:0.00625 3:0.00625 14:0.003472222222222222 8:0.003472222222222222 11:6.944444444444445E-4 12:6.944444444444445E-4 13:6.944444444444445E-4 15:6.944444444444445E-4 16:6.944444444444445E-4 17:6.944444444444445E-4 2:6.944444444444445E-4 4:6.944444444444445E-4 5:6.944444444444445E-4 6:6.944444444444445E-4
AP891005-0059 5:0.6927570093457944 9:0.20677570093457945 18:0.04322429906542056 7:0.02453271028037383 14:0.010514018691588784 2:0.005841121495327103 11:0.0011682242990654205 12:0.0011682242990654205 13:0.0011682242990654205 15:0.0011682242990654205 16:0.0011682242990654205 17:0.0011682242990654205 19:0.0011682242990654205 0:0.0011682242990654205 1:0.0011682242990654205 3:0.0011682242990654205 4:0.0011682242990654205 6:0.0011682242990654205 8:0.0011682242990654205 10:0.0011682242990654205
AP891005-0091 9:0.36386138613861385 4:0.24504950495049505 17:0.08663366336633663 18:0.07343234323432343 7:0.06353135313531354 0:0.05033003300330033 15:0.040429042904290426 6:0.03382838283828383 2:0.010726072607260726 3:0.010726072607260726 11:0.004125412541254125 1:0.004125412541254125 5:0.004125412541254125 8:0.004125412541254125 12:8.250825082508251E-4 13:8.250825082508251E-4 14:8.250825082508251E-4 16:8.250825082508251E-4 19:8.250825082508251E-4 10:8.250825082508251E-4
AP891006-0004 15:0.2733050847457627 13:0.2563559322033898 2:0.12076271186440678 9:0.11228813559322035 14:0.05296610169491525 10:0.04449152542372881 17:0.02754237288135593 16:0.019067796610169493 18:0.019067796610169493 6:0.019067796610169493 7:0.019067796610169493 4:0.01059322033898305 5:0.01059322033898305 11:0.00211864406779661 12:0.00211864406779661 19:0.00211864406779661 0:0.00211864406779661 1:0.00211864406779661 3:0.00211864406779661 8:0.00211864406779661
AP891006-0061 5:0.5368217054263565 9:0.35852713178294576 18:0.06395348837209303 17:0.009689922480620155 11:0.001937984496124031 12:0.001937984496124031 13:0.001937984496124031 14:0.001937984496124031 15:0.001937984496124031 16:0.001937984496124031 19:0.001937984496124031 0:0.001937984496124031 1:0.001937984496124031 2:0.001937984496124031 3:0.001937984496124031 4:0.001937984496124031 6:0.001937984496124031 7:0.001937984496124031 8:0.001937984496124031 10:0.001937984496124031
AP891006-0220 11:0.7387323943661972 18:0.22605633802816902 10:0.011971830985915493 7:0.006338028169014085 0:0.0035211267605633804 8:0.0035211267605633804 12:7.042253521126761E-4 13:7.042253521126761E-4 14:7.042253521126761E-4 15:7.042253521126761E-4 16:7.042253521126761E-4 17:7.042253521126761E-4 19:7.042253521126761E-4 1:7.042253521126761E-4 2:7.042253521126761E-4 3:7.042253521126761E-4 4:7.042253521126761E-4 5:7.042253521126761E-4 6:7.042253521126761E-4 9:7.042253521126761E-4
AP891007-0057 19:0.40396341463414637 18:0.26371951219512196 16:0.1173780487804878 9:0.05030487804878049 1:0.04420731707317073 12:0.025914634146341462 15:0.025914634146341462 14:0.019817073170731708 6:0.019817073170731708 3:0.013719512195121951 11:0.001524390243902439 13:0.001524390243902439 17:0.001524390243902439 0:0.001524390243902439 2:0.001524390243902439 4:0.001524390243902439 5:0.001524390243902439 7:0.001524390243902439 8:0.001524390243902439 10:0.001524390243902439
AP891007-0068 19:0.4338790931989924 18:0.29534005037783373 9:0.07619647355163728 1:0.033375314861460954 0:0.028337531486146095 6:0.028337531486146095 17:0.020780856423173802 3:0.018261964735516372 10:0.015743073047858942 16:0.010705289672544081 7:0.010705289672544081 14:0.00818639798488665 5:0.00818639798488665 13:0.0031486146095717885 4:0.0031486146095717885 8:0.0031486146095717885 11:6.297229219143577E-4 12:6.297229219143577E-4 15:6.297229219143577E-4 2:6.297229219143577E-4
AP891007-0133 12:0.5685096153846154 18:0.1310096153846154 9:0.11658653846153846 19:0.04927884615384615 16:0.03485576923076923 10:0.03485576923076923 5:0.020432692307692308 8:0.015625 14:0.010817307692307692 13:0.006009615384615385 11:0.001201923076923077 15:0.001201923076923077 17:0.001201923076923077 0:0.001201923076923077 1:0.001201923076923077 2:0.001201923076923077 3:0.001201923076923077 4:0.001201923076923077 6:0.001201923076923077 7:0.001201923076923077
AP891007-0138 19:0.5123106060606061 9:0.1903409090909091 12:0.15246212121212122 13:0.038825757575757576 16:0.03125 15:0.027462121212121212 7:0.019886363636363636 0:0.01231060606060606 17:0.004734848484848485 11:9.46969696969697E-4 14:9.46969696969697E-4 18:9.46969696969697E-4 1:9.46969696969697E-4 2:9.46969696969697E-4 3:9.46969696969697E-4 4:9.46969696969697E-4 5:9.46969696969697E-4 6:9.46969696969697E-4 8:9.46969696969697E-4 10:9.46969696969697E-4
AP891009-0223 6:0.5262096774193549 8:0.19556451612903225 9:0.07459677419354839 10:0.07459677419354839 12:0.02620967741935484 3:0.02620967741935484 16:0.018145161290322582 0:0.018145161290322582 1:0.010080645161290322 2:0.010080645161290322 11:0.0020161290322580645 13:0.0020161290322580645 14:0.0020161290322580645 15:0.0020161290322580645 17:0.0020161290322580645 18:0.0020161290322580645 19:0.0020161290322580645 4:0.0020161290322580645 5:0.0020161290322580645 7:0.0020161290322580645
AP891010-0029 10:0.25 16:0.15476190476190477 1:0.15476190476190477 8:0.10714285714285714 18:0.05952380952380952 4:0.05952380952380952 6:0.05952380952380952 11:0.011904761904761904 12:0.011904761904761904 13:0.011904761904761904 14:0.011904761904761904 15:0.011904761904761904 17:0.011904761904761904 19:0.011904761904761904 0:0.011904761904761904 2:0.011904761904761904 3:0.011904761904761904 5:0.011904761904761904 7:0.011904761904761904 9:0.011904761904761904
AP891010-0112 19:0.5241935483870968 9:0.18369175627240145 18:0.12992831541218638 15:0.07974910394265233 16:0.025985663082437275 5:0.011648745519713262 7:0.011648745519713262 14:0.008064516129032258 12:0.004480286738351254 17:0.004480286738351254 4:0.004480286738351254 6:0.004480286738351254 11:8.960573476702509E-4 13:8.960573476702509E-4 0:8.960573476702509E-4 1:8.960573476702509E-4 2:8.960573476702509E-4 3:8.960573476702509E-4 8:8.960573476702509E-4 10:8.960573476702509E-4
AP891010-0147 19:0.565677966101695 18:0.10240112994350282 9:0.09675141242937853 16:0.0769774011299435 15:0.054378531073446326 17:0.020480225988700564 2:0.020480225988700564 13:0.01765536723163842 6:0.01765536723163842 12:0.009180790960451978 1:0.006355932203389831 3:0.0035310734463276836 7:0.0035310734463276836 11:7.062146892655367E-4 14:7.062146892655367E-4 0:7.062146892655367E-4 4:7.062146892655367E-4 5:7.062146892655367E-4 8:7.062146892655367E-4 10:7.062146892655367E-4
AP891010-0187 19:0.3486622073578595 13:0.13127090301003344 15:0.1245819397993311 18:0.11454849498327759 9:0.09782608695652174 16:0.07775919732441472 6:0.027591973244147156 11:0.020903010033444816 3:0.017558528428093644 4:0.017558528428093644 10:0.007525083612040134 17:0.004180602006688963 1:0.004180602006688963 12:8.361204013377926E-4 14:8.361204013377926E-4 0:8.361204013377926E-4 2:8.361204013377926E-4 5:8.361204013377926E-4 7:8.361204013377926E-4 8:8.361204013377926E-4
AP891010-0244 11:0.7330985915492958 18:0.23169014084507042 6:0.011971830985915493 2:0.006338028169014085 15:0.0035211267605633804 8:0.0035211267605633804 12:7.042253521126761E-4 13:7.042253521126761E-4 14:7.042253521126761E-4 16:7.042253521126761E-4 17:7.042253521126761E-4 19:7.042253521126761E-4 0:7.042253521126761E-4 1:7.042253521126761E-4 3:7.042253521126761E-4 4:7.042253521126761E-4 5:7.042253521126761E-4 7:7.042253521126761E-4 9:7.042253521126761E-4 10:7.042253521126761E-4
AP891011-0232 10:0.4736328125 6:0.2744140625 18:0.1025390625 9:0.0712890625 1:0.0244140625 0:0.0126953125 8:0.0126953125 7:0.0087890625 14:0.0048828125 17:0.0048828125 11:9.765625E-4 12:9.765625E-4 13:9.765625E-4 15:9.765625E-4 16:9.765625E-4 19:9.765625E-4 2:9.765625E-4 3:9.765625E-4 4:9.765625E-4 5:9.765625E-4
AP891011-0235 6:0.5992990654205608 18:0.15537383177570094 9:0.13200934579439252 10:0.07126168224299065 8:0.015186915887850467 1:0.005841121495327103 7:0.005841121495327103 11:0.0011682242990654205 12:0.0011682242990654205 13:0.0011682242990654205 14:0.0011682242990654205 15:0.0011682242990654205 16:0.0011682242990654205 17:0.0011682242990654205 19:0.0011682242990654205 0:0.0011682242990654205 2:0.0011682242990654205 3:0.0011682242990654205 4:0.0011682242990654205 5:0.0011682242990654205
AP891012-0025 15:0.5608974358974359 18:0.20192307692307693 9:0.10790598290598291 13:0.026709401709401708 12:0.022435897435897436 0:0.018162393162393164 8:0.018162393162393164 4:0.009615384615384616 6:0.009615384615384616 17:0.005341880341880342 19:0.005341880341880342 10:0.005341880341880342 11:0.0010683760683760685 14:0.0010683760683760685 16:0.0010683760683760685 1:0.0010683760683760685 2:0.0010683760683760685 3:0.0010683760683760685 5:0.0010683760683760685 7:0.0010683760683760685
AP891012-0047 7:0.26268115942028986 17:0.17572463768115942 6:0.14673913043478262 9:0.14673913043478262 0:0.06702898550724638 3:0.06702898550724638 8:0.04528985507246377 19:0.03804347826086957 4:0.016304347826086956 1:0.009057971014492754 2:0.009057971014492754 11:0.0018115942028985507 12:0.0018115942028985507 13:0.0018115942028985507 14:0.0018115942028985507 15:0.0018115942028985507 16:0.0018115942028985507 18:0.0018115942028985507 5:0.0018115942028985507 10:0.0018115942028985507
AP891012-0166 2:0.41875 15:0.14017857142857143 18:0.14017857142857143 9:0.11160714285714286 4:0.054464285714285715 13:0.033035714285714286 3:0.029464285714285714 1:0.01875 16:0.015178571428571428 11:0.011607142857142858 12:0.004464285714285714 14:0.004464285714285714 0:0.004464285714285714 5:0.004464285714285714 7:0.004464285714285714 17:8.928571428571428E-4 19:8.928571428571428E-4 6:8.928571428571428E-4 8:8.928571428571428E-4 10:8.928571428571428E-4
AP891012-0282 6:0.5235714285714286 18:0.15785714285714286 9:0.115 0:0.04642857142857143 8:0.04642857142857143 7:0.04357142857142857 4:0.017857142857142856 5:0.015 13:0.009285714285714286 1:0.009285714285714286 16:0.0064285714285714285 11:0.0035714285714285713 12:7.142857142857143E-4 14:7.142857142857143E-4 15:7.142857142857143E-4 17:7.142857142857143E-4 19:7.142857142857143E-4 2:7.142857142857143E-4 3:7.142857142857143E-4 10:7.142857142857143E-4
AP891012-0306 6:0.5215163934426229 18:0.1567622950819672 10:0.12807377049180327 9:0.08709016393442623 17:0.03790983606557377 1:0.025614754098360656 13:0.01331967213114754 14:0.01331967213114754 11:0.005122950819672131 12:0.0010245901639344263 15:0.0010245901639344263 16:0.0010245901639344263 19:0.0010245901639344263 0:0.0010245901639344263 2:0.0010245901639344263 3:0.0010245901639344263 4:0.0010245901639344263 5:0.0010245901639344263 7:0.0010245901639344263 8:0.0010245901639344263
AP891012-0334 17:0.40019762845849804 9:0.17094861660079053 10:0.13537549407114624 18:0.11956521739130435 16:0.05632411067193676 6:0.044466403162055336 14:0.020750988142292492 1:0.012845849802371542 2:0.012845849802371542 11:0.008893280632411068 5:0.008893280632411068 12:9.881422924901185E-4 13:9.881422924901185E-4 15:9.881422924901185E-4 19:9.881422924901185E-4 0:9.881422924901185E-4 3:9.881422924901185E-4 4:9.881422924901185E-4 7:9.881422924901185E-4 8:9.881422924901185E-4
AP891013-0023 19:0.33079625292740045 9:0.1996487119437939 18:0.19496487119437939 0:0.12470725995316159 14:0.04742388758782201 1:0.03337236533957846 16:0.016978922716627636 3:0.014637002341920375 6:0.007611241217798595 17:0.005269320843091335 4:0.005269320843091335 8:0.005269320843091335 13:0.002927400468384075 2:0.002927400468384075 5:0.002927400468384075 7:0.002927400468384075 11:5.85480093676815E-4 12:5.85480093676815E-4 15:5.85480093676815E-4 10:5.85480093676815E-4
AP891013-0072 15:0.46904761904761905 9:0.1738095238095238 16:0.09761904761904762 6:0.0880952380952381 5:0.06904761904761905 7:0.030952380952380953 4:0.02142857142857143 2:0.011904761904761904 8:0.011904761904761904 11:0.002380952380952381 12:0.002380952380952381 13:0.002380952380952381 14:0.002380952380952381 17:0.002380952380952381 18:0.002380952380952381 19:0.002380952380952381 0:0.002380952380952381 1:0.002380952380952381 3:0.002380952380952381 10:0.002380952380952381
AP891013-0156 11:0.46484375 9:0.24609375 0:0.14341517857142858 10:0.04966517857142857 18:0.03850446428571429 8:0.025111607142857144 17:0.018415178571428572 6:0.005022321428571429 5:0.0027901785714285715 12:5.580357142857143E-4 13:5.580357142857143E-4 14:5.580357142857143E-4 15:5.580357142857143E-4 16:5.580357142857143E-4 19:5.580357142857143E-4 1:5.580357142857143E-4 2:5.580357142857143E-4 3:5.580357142857143E-4 4:5.580357142857143E-4 7:5.580357142857143E-4
AP891013-0174 11:0.4842896174863388 9:0.22472677595628415 0:0.14549180327868852 18:0.055327868852459015 17:0.0389344262295082 10:0.036202185792349725 6:0.006147540983606557 12:6.830601092896175E-4 13:6.830601092896175E-4 14:6.830601092896175E-4 15:6.830601092896175E-4 16:6.830601092896175E-4 19:6.830601092896175E-4 1:6.830601092896175E-4 2:6.830601092896175E-4 3:6.830601092896175E-4 4:6.830601092896175E-4 5:6.830601092896175E-4 7:6.830601092896175E-4 8:6.830601092896175E-4
AP891014-0019 10:0.6182432432432432 6:0.10472972972972973 18:0.09121621621621621 1:0.059684684684684686 4:0.028153153153153154 3:0.02364864864864865 5:0.019144144144144143 12:0.01463963963963964 16:0.010135135135135136 8:0.010135135135135136 13:0.00563063063063063 14:0.00563063063063063 11:0.0011261261261261261 15:0.0011261261261261261 17:0.0011261261261261261 19:0.0011261261261261261 0:0.0011261261261261261 2:0.0011261261261261261 7:0.0011261261261261261 9:0.0011261261261261261
AP891014-0058 15:0.4423076923076923 16:0.21153846153846154 9:0.10664335664335664 18:0.057692307692307696 1:0.043706293706293704 3:0.03671328671328671 10:0.022727272727272728 0:0.015734265734265736 12:0.008741258741258742 17:0.008741258741258742 2:0.008741258741258742 4:0.008741258741258742 6:0.008741258741258742 8:0.008741258741258742 11:0.0017482517482517483 13:0.0017482517482517483 14:0.0017482517482517483 19:0.0017482517482517483 5:0.0017482517482517483 7:0.0017482517482517483
AP891014-0074 11:0.7528169014084507 18:0.22042253521126762 2:0.006338028169014085 14:0.0035211267605633804 4:0.0035211267605633804 10:0.0035211267605633804 12:7.042253521126761E-4 13:7.042253521126761E-4 15:7.042253521126761E-4 16:7.042253521126761E-4 17:7.042253521126761E-4 19:7.042253521126761E-4 0:7.042253521126761E-4 1:7.042253521126761E-4 3:7.042253521126761E-4 5:7.042253521126761E-4 6:7.042253521126761E-4 7:7.042253521126761E-4 8:7.042253521126761E-4 9:7.042253521126761E-4
AP891016-0099 6:0.2935855263157895 2:0.26726973684210525 9:0.10608552631578948 18:0.08305921052631579 17:0.06661184210526316 12:0.04029605263157895 15:0.03700657894736842 8:0.03042763157894737 3:0.027138157894736843 1:0.023848684210526317 14:0.01069078947368421 19:0.004111842105263158 4:0.004111842105263158 11:8.223684210526315E-4 13:8.223684210526315E-4 16:8.223684210526315E-4 0:8.223684210526315E-4 5:8.223684210526315E-4 7:8.223684210526315E-4 10:8.223684210526315E-4
AP891016-0119 14:0.8448581560283688 9:0.09308510638297872 2:0.02925531914893617 17:0.007978723404255319 18:0.004432624113475178 19:0.004432624113475178 5:0.004432624113475178 11:8.865248226950354E-4 12:8.865248226950354E-4 13:8.865248226950354E-4 15:8.865248226950354E-4 16:8.865248226950354E-4 0:8.865248226950354E-4 1:8.865248226950354E-4 3:8.865248226950354E-4 4:8.865248226950354E-4 6:8.865248226950354E-4 7:8.865248226950354E-4 8:8.865248226950354E-4 10:8.865248226950354E-4
AP891016-0202 13:0.25622171945701355 4:0.20192307692307693 15:0.13631221719457012 18:0.125 9:0.1159502262443439 7:0.041289592760180995 19:0.034502262443438916 1:0.03223981900452489 8:0.016402714932126698 11:0.011877828054298642 14:0.007352941176470588 5:0.007352941176470588 6:0.007352941176470588 16:0.002828054298642534 12:5.656108597285068E-4 17:5.656108597285068E-4 0:5.656108597285068E-4 2:5.656108597285068E-4 3:5.656108597285068E-4 10:5.656108597285068E-4
AP891017-0027 14:0.8272569444444444 9:0.1154513888888889 18:0.021701388888888888 17:0.014756944444444444 15:0.0078125 11:8.680555555555555E-4 12:8.680555555555555E-4 13:8.680555555555555E-4 16:8.680555555555555E-4 19:8.680555555555555E-4 0:8.680555555555555E-4 1:8.680555555555555E-4 2:8.680555555555555E-4 3:8.680555555555555E-4 4:8.680555555555555E-4 5:8.680555555555555E-4 6:8.680555555555555E-4 7:8.680555555555555E-4 8:8.680555555555555E-4 10:8.680555555555555E-4
AP891017-0115 6:0.6382743362831859 9:0.11172566371681415 10:0.09845132743362832 18:0.07632743362831858 1:0.04092920353982301 3:0.018805309734513276 11:0.0011061946902654867 12:0.0011061946902654867 13:0.0011061946902654867 14:0.0011061946902654867 15:0.0011061946902654867 16:0.0011061946902654867 17:0.0011061946902654867 19:0.0011061946902654867 0:0.0011061946902654867 2:0.0011061946902654867 4:0.0011061946902654867 5:0.0011061946902654867 7:0.0011061946902654867 8:0.0011061946902654867
AP891017-0181 16:0.4462121212121212 9:0.2674242424242424 19:0.0856060606060606 13:0.07045454545454545 15:0.058333333333333334 18:0.03106060606060606 2:0.012878787878787878 17:0.006818181818181818 5:0.006818181818181818 6:0.003787878787878788 8:0.003787878787878788 11:7.575757575757576E-4 12:7.575757575757576E-4 14:7.575757575757576E-4 0:7.575757575757576E-4 1:7.575757575757576E-4 3:7.575757575757576E-4 4:7.575757575757576E-4 7:7.575757575757576E-4 10:7.575757575757576E-4
AP891017-0241 11:0.5831043956043956 10:0.1462912087912088 18:0.07760989010989011 9:0.07211538461538461 0:0.044642857142857144 7:0.017170329670329672 1:0.011675824175824176 15:0.008928571428571428 5:0.008928571428571428 17:0.006181318681318681 3:0.006181318681318681 8:0.006181318681318681 13:0.003434065934065934 6:0.003434065934065934 12:6.868131868131869E-4 14:6.868131868131869E-4 16:6.868131868131869E-4 19:6.868131868131869E-4 2:6.868131868131869E-4 4:6.868131868131869E-4
AP891018-0053 11:0.5930059523809523 9:0.13467261904761904 18:0.12276785714285714 10:0.09300595238095238 19:0.012648809523809524 17:0.009672619047619048 6:0.009672619047619048 7:0.006696428571428571 15:0.003720238095238095 2:0.003720238095238095 3:0.003720238095238095 12:7.44047619047619E-4 13:7.44047619047619E-4 14:7.44047619047619E-4 16:7.44047619047619E-4 0:7.44047619047619E-4 1:7.44047619047619E-4 4:7.44047619047619E-4 5:7.44047619047619E-4 8:7.44047619047619E-4
AP891018-0247 18:0.27853260869565216 16:0.26766304347826086 8:0.07744565217391304 3:0.06114130434782609 1:0.05570652173913043 10:0.04483695652173913 19:0.03940217391304348 6:0.03940217391304348 7:0.03940217391304348 14:0.028532608695652172 17:0.017663043478260868 4:0.017663043478260868 0:0.012228260869565218 13:0.006793478260869565 9:0.006793478260869565 11:0.001358695652173913 12:0.001358695652173913 15:0.001358695652173913 2:0.001358695652173913 5:0.001358695652173913
AP891018-0254 6:0.6812714776632303 18:0.13831615120274915 9:0.11769759450171821 11:0.011168384879725086 7:0.011168384879725086 12:0.007731958762886598 15:0.007731958762886598 10:0.007731958762886598 1:0.00429553264604811 8:0.00429553264604811 13:8.59106529209622E-4 14:8.59106529209622E-4 16:8.59106529209622E-4 17:8.59106529209622E-4 19:8.59106529209622E-4 0:8.59106529209622E-4 2:8.59106529209622E-4 3:8.59106529209622E-4 4:8.59106529209622E-4 5:8.59106529209622E-4
