AP890101-0002 0:0.32002457002457 16:0.2905405405405405 12:0.08415233415233415 17:0.07186732186732187 11:0.057125307125307126 10:0.03992628992628992 5:0.032555282555282554 18:0.02764127764127764 19:0.02764127764127764 2:0.017813267813267815 4:0.007985257985257985 1:0.005528255528255528 8:0.005528255528255528 3:0.003071253071253071 6:0.003071253071253071 9:0.003071253071253071 13:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 7:6.142506142506142E-4
AP891003-0049 2:0.551906779661017 16:0.1663135593220339 19:0.09851694915254237 1:0.04343220338983051 9:0.03072033898305085 14:0.022245762711864406 3:0.018008474576271187 10:0.018008474576271187 5:0.013771186440677966 7:0.013771186440677966 8:0.009533898305084746 17:0.005296610169491525 11:0.001059322033898305 12:0.001059322033898305 13:0.001059322033898305 15:0.001059322033898305 18:0.001059322033898305 0:0.001059322033898305 4:0.001059322033898305 6:0.001059322033898305
AP891003-0094 14:0.3099315068493151 3:0.2208904109589041 5:0.17294520547945205 16:0.125 11:0.02910958904109589 17:0.02910958904109589 2:0.02226027397260274 12:0.015410958904109588 15:0.015410958904109588 4:0.015410958904109588 13:0.008561643835616438 1:0.008561643835616438 6:0.008561643835616438 7:0.008561643835616438 18:0.0017123287671232876 19:0.0017123287671232876 0:0.0017123287671232876 8:0.0017123287671232876 9:0.0017123287671232876 10:0.0017123287671232876
AP891003-0150 10:0.5354166666666667 1:0.09375 5:0.06875 16:0.06041666666666667 6:0.06041666666666667 11:0.035416666666666666 7:0.035416666666666666 19:0.027083333333333334 14:0.01875 18:0.01875 8:0.01875 4:0.010416666666666666 12:0.0020833333333333333 13:0.0020833333333333333 15:0.0020833333333333333 17:0.0020833333333333333 0:0.0020833333333333333 2:0.0020833333333333333 3:0.0020833333333333333 9:0.0020833333333333333
AP891003-0225 12:0.4372852233676976 16:0.24140893470790378 6:0.11426116838487972 1:0.07989690721649484 13:0.04209621993127148 3:0.03178694158075601 4:0.014604810996563574 0:0.007731958762886598 7:0.007731958762886598 14:0.00429553264604811 17:0.00429553264604811 19:0.00429553264604811 2:0.00429553264604811 11:8.59106529209622E-4 15:8.59106529209622E-4 18:8.59106529209622E-4 5:8.59106529209622E-4 8:8.59106529209622E-4 9:8.59106529209622E-4 10:8.59106529209622E-4
AP891003-0269 13:0.6045918367346939 0:0.19642857142857142 6:0.05357142857142857 15:0.02295918367346939 16:0.02295918367346939 1:0.02295918367346939 10:0.02295918367346939 2:0.012755102040816327 3:0.012755102040816327 11:0.002551020408163265 12:0.002551020408163265 14:0.002551020408163265 17:0.002551020408163265 18:0.002551020408163265 19:0.002551020408163265 4:0.002551020408163265 5:0.002551020408163265 7:0.002551020408163265 8:0.002551020408163265 9:0.002551020408163265
AP891003-0276 14:0.4742647058823529 12:0.22426470588235295 2:0.0625 16:0.04779411764705882 0:0.04779411764705882 10:0.03308823529411765 15:0.01838235294117647 4:0.01838235294117647 5:0.01838235294117647 7:0.01838235294117647 11:0.003676470588235294 13:0.003676470588235294 17:0.003676470588235294 18:0.003676470588235294 19:0.003676470588235294 1:0.003676470588235294 3:0.003676470588235294 6:0.003676470588235294 8:0.003676470588235294 9:0.003676470588235294
AP891004-0092 13:0.447265625 1:0.244140625 16:0.126953125 14:0.080078125 12:0.017578125 15:0.017578125 9:0.017578125 4:0.009765625 6:0.009765625 10:0.009765625 11:0.001953125 17:0.001953125 18:0.001953125 19:0.001953125 0:0.001953125 2:0.001953125 3:0.001953125 5:0.001953125 7:0.001953125 8:0.001953125
AP891005-0186 5:0.7111486486486487 9:0.07601351351351351 16:0.0625 18:0.04222972972972973 15:0.028716216216216218 0:0.02195945945945946 13:0.015202702702702704 3:0.015202702702702704 2:0.008445945945945946 11:0.0016891891891891893 12:0.0016891891891891893 14:0.0016891891891891893 17:0.0016891891891891893 19:0.0016891891891891893 1:0.0016891891891891893 4:0.0016891891891891893 6:0.0016891891891891893 7:0.0016891891891891893 8:0.0016891891891891893 10:0.0016891891891891893
AP891005-0287 2:0.4893292682926829 16:0.1722560975609756 5:0.12347560975609756 15:0.0625 3:0.05030487804878049 13:0.038109756097560975 1:0.025914634146341462 19:0.007621951219512195 0:0.007621951219512195 7:0.007621951219512195 11:0.001524390243902439 12:0.001524390243902439 14:0.001524390243902439 17:0.001524390243902439 18:0.001524390243902439 4:0.001524390243902439 6:0.001524390243902439 8:0.001524390243902439 9:0.001524390243902439 10:0.001524390243902439
AP891006-0131 9:0.46875 5:0.18585526315789475 14:0.1069078947368421 18:0.06085526315789474 16:0.047697368421052634 12:0.04111842105263158 7:0.02138157894736842 15:0.014802631578947368 4:0.014802631578947368 17:0.008223684210526315 2:0.008223684210526315 10:0.008223684210526315 11:0.001644736842105263 13:0.001644736842105263 19:0.001644736842105263 0:0.001644736842105263 1:0.001644736842105263 3:0.001644736842105263 6:0.001644736842105263 8:0.001644736842105263
AP891006-0137 13:0.46207865168539325 16:0.10814606741573034 1:0.10252808988764045 4:0.09129213483146068 6:0.07443820224719101 3:0.0351123595505618 17:0.023876404494382022 5:0.023876404494382022 2:0.018258426966292134 10:0.018258426966292134 0:0.012640449438202247 18:0.007022471910112359 7:0.007022471910112359 8:0.007022471910112359 11:0.0014044943820224719 12:0.0014044943820224719 14:0.0014044943820224719 15:0.0014044943820224719 19:0.0014044943820224719 9:0.0014044943820224719
AP891006-0186 6:0.6731194690265486 16:0.08904867256637168 12:0.06913716814159292 19:0.06028761061946902 0:0.042588495575221236 13:0.020464601769911505 18:0.013827433628318585 14:0.00497787610619469 5:0.00497787610619469 9:0.00497787610619469 17:0.0027654867256637168 1:0.0027654867256637168 2:0.0027654867256637168 7:0.0027654867256637168 10:0.0027654867256637168 11:5.530973451327434E-4 15:5.530973451327434E-4 3:5.530973451327434E-4 4:5.530973451327434E-4 8:5.530973451327434E-4
AP891006-0240 17:0.5590277777777778 5:0.1423611111111111 8:0.1284722222222222 3:0.03125 15:0.017361111111111112 18:0.017361111111111112 0:0.017361111111111112 1:0.017361111111111112 2:0.017361111111111112 4:0.017361111111111112 11:0.003472222222222222 12:0.003472222222222222 13:0.003472222222222222 14:0.003472222222222222 16:0.003472222222222222 19:0.003472222222222222 6:0.003472222222222222 7:0.003472222222222222 9:0.003472222222222222 10:0.003472222222222222
AP891007-0003 7:0.6963141025641025 16:0.10336538461538461 5:0.052083333333333336 3:0.04567307692307692 9:0.03926282051282051 19:0.029647435897435896 4:0.010416666666666666 17:0.007211538461538462 2:0.004006410256410256 10:0.004006410256410256 11:8.012820512820513E-4 12:8.012820512820513E-4 13:8.012820512820513E-4 14:8.012820512820513E-4 15:8.012820512820513E-4 18:8.012820512820513E-4 0:8.012820512820513E-4 1:8.012820512820513E-4 6:8.012820512820513E-4 8:8.012820512820513E-4
AP891007-0094 8:0.6600378787878788 16:0.16003787878787878 12:0.061553030303030304 3:0.050189393939393936 5:0.019886363636363636 4:0.016098484848484848 7:0.008522727272727272 11:0.004734848484848485 0:0.004734848484848485 2:0.004734848484848485 13:9.46969696969697E-4 14:9.46969696969697E-4 15:9.46969696969697E-4 17:9.46969696969697E-4 18:9.46969696969697E-4 19:9.46969696969697E-4 1:9.46969696969697E-4 6:9.46969696969697E-4 9:9.46969696969697E-4 10:9.46969696969697E-4
AP891009-0062 13:0.26685393258426965 10:0.19194756554307116 16:0.12453183520599251 6:0.09831460674157304 4:0.07958801498127341 1:0.04962546816479401 18:0.04588014981273408 19:0.03838951310861423 3:0.03838951310861423 12:0.027153558052434457 15:0.023408239700374533 0:0.0046816479400749065 9:0.0046816479400749065 11:9.363295880149813E-4 14:9.363295880149813E-4 17:9.363295880149813E-4 2:9.363295880149813E-4 5:9.363295880149813E-4 7:9.363295880149813E-4 8:9.363295880149813E-4
AP891009-0186 6:0.35052219321148825 19:0.17558746736292427 16:0.12859007832898173 12:0.08420365535248042 13:0.07637075718015666 1:0.0737597911227154 17:0.04503916449086162 9:0.03198433420365535 7:0.011096605744125326 18:0.008485639686684074 3:0.00587467362924282 14:0.0032637075718015664 11:6.527415143603133E-4 15:6.527415143603133E-4 0:6.527415143603133E-4 2:6.527415143603133E-4 4:6.527415143603133E-4 5:6.527415143603133E-4 8:6.527415143603133E-4 10:6.527415143603133E-4
AP891009-0201 12:0.6319444444444444 10:0.15046296296296297 18:0.0763888888888889 17:0.03009259259259259 19:0.03009259259259259 0:0.03009259259259259 15:0.011574074074074073 8:0.011574074074074073 11:0.0023148148148148147 13:0.0023148148148148147 14:0.0023148148148148147 16:0.0023148148148148147 1:0.0023148148148148147 2:0.0023148148148148147 3:0.0023148148148148147 4:0.0023148148148148147 5:0.0023148148148148147 6:0.0023148148148148147 7:0.0023148148148148147 9:0.0023148148148148147
AP891010-0039 9:0.5303571428571429 16:0.12321428571428572 3:0.0875 17:0.08035714285714286 18:0.044642857142857144 1:0.0375 5:0.0375 11:0.01607142857142857 19:0.008928571428571428 4:0.008928571428571428 6:0.008928571428571428 12:0.0017857142857142857 13:0.0017857142857142857 14:0.0017857142857142857 15:0.0017857142857142857 0:0.0017857142857142857 2:0.0017857142857142857 7:0.0017857142857142857 8:0.0017857142857142857 10:0.0017857142857142857
AP891010-0061 13:0.3107142857142857 16:0.18214285714285713 6:0.14404761904761904 15:0.11071428571428571 11:0.07738095238095238 12:0.058333333333333334 1:0.04880952380952381 4:0.039285714285714285 14:0.005952380952380952 18:0.005952380952380952 5:0.005952380952380952 17:0.0011904761904761906 19:0.0011904761904761906 0:0.0011904761904761906 2:0.0011904761904761906 3:0.0011904761904761906 7:0.0011904761904761906 8:0.0011904761904761906 9:0.0011904761904761906 10:0.0011904761904761906
AP891010-0098 16:0.2295221843003413 9:0.2022184300341297 3:0.15443686006825938 8:0.13395904436860068 14:0.06228668941979522 12:0.04863481228668942 6:0.04863481228668942 1:0.04522184300341297 4:0.028156996587030716 13:0.017918088737201365 2:0.011092150170648464 17:0.007679180887372013 15:0.004266211604095563 11:8.532423208191126E-4 18:8.532423208191126E-4 19:8.532423208191126E-4 0:8.532423208191126E-4 5:8.532423208191126E-4 7:8.532423208191126E-4 10:8.532423208191126E-4
AP891010-0153 17:0.4098639455782313 9:0.21258503401360543 16:0.1921768707482993 18:0.08333333333333333 2:0.03571428571428571 11:0.015306122448979591 15:0.015306122448979591 13:0.008503401360544218 4:0.008503401360544218 12:0.0017006802721088435 14:0.0017006802721088435 19:0.0017006802721088435 0:0.0017006802721088435 1:0.0017006802721088435 3:0.0017006802721088435 5:0.0017006802721088435 6:0.0017006802721088435 7:0.0017006802721088435 8:0.0017006802721088435 10:0.0017006802721088435
AP891011-0031 14:0.4096244131455399 1:0.16549295774647887 16:0.15140845070422534 6:0.062206572769953054 3:0.057511737089201875 11:0.029342723004694836 19:0.029342723004694836 15:0.02464788732394366 9:0.01995305164319249 2:0.015258215962441314 5:0.01056338028169014 8:0.01056338028169014 10:0.005868544600938967 12:0.0011737089201877935 13:0.0011737089201877935 17:0.0011737089201877935 18:0.0011737089201877935 0:0.0011737089201877935 4:0.0011737089201877935 7:0.0011737089201877935
AP891011-0110 5:0.6051236749116607 16:0.20936395759717313 9:0.07862190812720848 18:0.029151943462897525 17:0.018551236749116608 15:0.015017667844522967 19:0.015017667844522967 12:0.007950530035335688 14:0.007950530035335688 4:0.00441696113074205 11:8.833922261484099E-4 13:8.833922261484099E-4 0:8.833922261484099E-4 1:8.833922261484099E-4 2:8.833922261484099E-4 3:8.833922261484099E-4 6:8.833922261484099E-4 7:8.833922261484099E-4 8:8.833922261484099E-4 10:8.833922261484099E-4
AP891012-0034 2:0.4574688796680498 16:0.17531120331950206 1:0.1462655601659751 8:0.09647302904564316 6:0.08402489626556017 18:0.017634854771784232 15:0.005186721991701245 4:0.005186721991701245 11:0.001037344398340249 12:0.001037344398340249 13:0.001037344398340249 14:0.001037344398340249 17:0.001037344398340249 19:0.001037344398340249 0:0.001037344398340249 3:0.001037344398340249 5:0.001037344398340249 7:0.001037344398340249 9:0.001037344398340249 10:0.001037344398340249
AP891012-0084 8:0.5445652173913044 5:0.20978260869565218 16:0.20543478260869566 17:0.009782608695652175 18:0.009782608695652175 4:0.005434782608695652 11:0.0010869565217391304 12:0.0010869565217391304 13:0.0010869565217391304 14:0.0010869565217391304 15:0.0010869565217391304 19:0.0010869565217391304 0:0.0010869565217391304 1:0.0010869565217391304 2:0.0010869565217391304 3:0.0010869565217391304 6:0.0010869565217391304 7:0.0010869565217391304 9:0.0010869565217391304 10:0.0010869565217391304
AP891012-0090 8:0.3227739726027397 16:0.19606164383561644 17:0.11044520547945205 7:0.059075342465753425 5:0.05565068493150685 9:0.05565068493150685 12:0.0488013698630137 4:0.0488013698630137 3:0.038527397260273974 1:0.028253424657534245 11:0.02482876712328767 2:0.004280821917808219 13:8.561643835616438E-4 14:8.561643835616438E-4 15:8.561643835616438E-4 18:8.561643835616438E-4 19:8.561643835616438E-4 0:8.561643835616438E-4 6:8.561643835616438E-4 10:8.561643835616438E-4
AP891012-0149 18:0.4004424778761062 5:0.25 16:0.07300884955752213 10:0.06415929203539823 13:0.046460176991150445 15:0.046460176991150445 4:0.028761061946902654 7:0.028761061946902654 17:0.01991150442477876 9:0.01991150442477876 11:0.0022123893805309734 12:0.0022123893805309734 14:0.0022123893805309734 19:0.0022123893805309734 0:0.0022123893805309734 1:0.0022123893805309734 2:0.0022123893805309734 3:0.0022123893805309734 6:0.0022123893805309734 8:0.0022123893805309734
AP891012-0161 8:0.5238486842105263 16:0.17845394736842105 5:0.17845394736842105 4:0.06332236842105263 9:0.02055921052631579 6:0.01069078947368421 19:0.007401315789473684 11:0.004111842105263158 14:0.004111842105263158 12:8.223684210526315E-4 13:8.223684210526315E-4 15:8.223684210526315E-4 17:8.223684210526315E-4 18:8.223684210526315E-4 0:8.223684210526315E-4 1:8.223684210526315E-4 2:8.223684210526315E-4 3:8.223684210526315E-4 7:8.223684210526315E-4 10:8.223684210526315E-4
AP891012-0162 13:0.7693298969072165 16:0.1095360824742268 1:0.037371134020618556 12:0.027061855670103094 15:0.011597938144329897 8:0.011597938144329897 14:0.006443298969072165 19:0.006443298969072165 6:0.006443298969072165 11:0.001288659793814433 17:0.001288659793814433 18:0.001288659793814433 0:0.001288659793814433 2:0.001288659793814433 3:0.001288659793814433 4:0.001288659793814433 5:0.001288659793814433 7:0.001288659793814433 9:0.001288659793814433 10:0.001288659793814433
AP891012-0177 2:0.21808510638297873 3:0.21808510638297873 4:0.15425531914893617 16:0.11170212765957446 6:0.09042553191489362 8:0.06914893617021277 7:0.047872340425531915 9:0.026595744680851064 11:0.005319148936170213 12:0.005319148936170213 13:0.005319148936170213 14:0.005319148936170213 15:0.005319148936170213 17:0.005319148936170213 18:0.005319148936170213 19:0.005319148936170213 0:0.005319148936170213 1:0.005319148936170213 5:0.005319148936170213 10:0.005319148936170213
AP891012-0234 5:0.7861328125 16:0.1220703125 7:0.0244140625 9:0.0244140625 6:0.0126953125 15:0.0087890625 19:0.0048828125 2:0.0048828125 11:9.765625E-4 12:9.765625E-4 13:9.765625E-4 14:9.765625E-4 17:9.765625E-4 18:9.765625E-4 0:9.765625E-4 1:9.765625E-4 3:9.765625E-4 4:9.765625E-4 8:9.765625E-4 10:9.765625E-4
AP891012-0288 13:0.2530940594059406 15:0.20606435643564355 16:0.1516089108910891 6:0.13675742574257427 12:0.0922029702970297 5:0.0426980198019802 3:0.0327970297029703 19:0.022896039603960396 18:0.02042079207920792 14:0.012995049504950494 0:0.008044554455445545 2:0.005569306930693069 9:0.005569306930693069 11:0.003094059405940594 17:0.003094059405940594 1:6.188118811881188E-4 4:6.188118811881188E-4 7:6.188118811881188E-4 8:6.188118811881188E-4 10:6.188118811881188E-4
AP891014-0025 15:0.33997050147492625 16:0.28392330383480824 5:0.08923303834808259 18:0.04498525073746313 7:0.04498525073746313 1:0.03908554572271387 0:0.033185840707964605 6:0.033185840707964605 17:0.03023598820058997 19:0.024336283185840708 2:0.018436578171091445 4:0.00663716814159292 11:0.003687315634218289 10:0.003687315634218289 12:7.374631268436578E-4 13:7.374631268436578E-4 14:7.374631268436578E-4 3:7.374631268436578E-4 8:7.374631268436578E-4 9:7.374631268436578E-4
AP891014-0076 1:0.5756997455470738 16:0.15839694656488548 6:0.05407124681933842 12:0.048982188295165395 17:0.03880407124681934 15:0.023536895674300253 2:0.02099236641221374 0:0.018447837150127225 11:0.015903307888040712 13:0.010814249363867684 14:0.00826972010178117 19:0.00826972010178117 3:0.0057251908396946565 4:0.0057251908396946565 8:0.0031806615776081423 18:6.361323155216285E-4 5:6.361323155216285E-4 7:6.361323155216285E-4 9:6.361323155216285E-4 10:6.361323155216285E-4
AP891014-0099 18:0.4700956937799043 16:0.1686602870813397 4:0.09688995215311005 5:0.08732057416267942 7:0.04904306220095694 6:0.039473684210526314 2:0.029904306220095694 0:0.01555023923444976 12:0.01076555023923445 15:0.01076555023923445 11:0.005980861244019139 19:0.005980861244019139 13:0.0011961722488038277 14:0.0011961722488038277 17:0.0011961722488038277 1:0.0011961722488038277 3:0.0011961722488038277 8:0.0011961722488038277 9:0.0011961722488038277 10:0.0011961722488038277
AP891015-0036 14:0.4191542288557214 16:0.13557213930348258 3:0.08582089552238806 1:0.06592039800995025 4:0.055970149253731345 19:0.046019900497512436 13:0.041044776119402986 12:0.036069651741293535 9:0.03109452736318408 2:0.021144278606965175 15:0.01616915422885572 8:0.01616915422885572 18:0.011194029850746268 11:0.006218905472636816 5:0.006218905472636816 17:0.0012437810945273632 0:0.0012437810945273632 6:0.0012437810945273632 7:0.0012437810945273632 10:0.0012437810945273632
AP891016-0223 17:0.46623563218390807 10:0.20474137931034483 16:0.13864942528735633 18:0.04956896551724138 12:0.029454022988505746 9:0.02658045977011494 19:0.023706896551724137 14:0.015086206896551725 4:0.015086206896551725 15:0.00646551724137931 1:0.00646551724137931 8:0.00646551724137931 11:0.0035919540229885057 0:0.0035919540229885057 13:7.183908045977011E-4 2:7.183908045977011E-4 3:7.183908045977011E-4 5:7.183908045977011E-4 6:7.183908045977011E-4 7:7.183908045977011E-4
AP891016-0235 19:0.3090277777777778 16:0.2701388888888889 4:0.23958333333333334 17:0.04791666666666667 5:0.03958333333333333 2:0.025694444444444443 13:0.022916666666666665 3:0.011805555555555555 10:0.011805555555555555 9:0.009027777777777777 18:0.003472222222222222 8:0.003472222222222222 11:6.944444444444445E-4 12:6.944444444444445E-4 14:6.944444444444445E-4 15:6.944444444444445E-4 0:6.944444444444445E-4 1:6.944444444444445E-4 6:6.944444444444445E-4 7:6.944444444444445E-4
AP891018-0002 2:0.40467625899280574 16:0.210431654676259 17:0.14568345323741008 9:0.0737410071942446 12:0.044964028776978415 11:0.030575539568345324 6:0.023381294964028777 8:0.023381294964028777 19:0.01618705035971223 7:0.008992805755395683 13:0.0017985611510791368 14:0.0017985611510791368 15:0.0017985611510791368 18:0.0017985611510791368 0:0.0017985611510791368 1:0.0017985611510791368 3:0.0017985611510791368 4:0.0017985611510791368 5:0.0017985611510791368 10:0.0017985611510791368
AP891018-0196 4:0.3324742268041237 15:0.14690721649484537 2:0.14690721649484537 16:0.1056701030927835 7:0.06443298969072164 1:0.05412371134020619 11:0.04381443298969072 0:0.023195876288659795 5:0.023195876288659795 14:0.01288659793814433 18:0.01288659793814433 9:0.01288659793814433 12:0.002577319587628866 13:0.002577319587628866 17:0.002577319587628866 19:0.002577319587628866 3:0.002577319587628866 6:0.002577319587628866 8:0.002577319587628866 10:0.002577319587628866
AP891018-0244 6:0.35655737704918034 16:0.1871584699453552 12:0.18169398907103826 5:0.12704918032786885 19:0.0942622950819672 15:0.028688524590163935 13:0.006830601092896175 11:0.001366120218579235 14:0.001366120218579235 17:0.001366120218579235 18:0.001366120218579235 0:0.001366120218579235 1:0.001366120218579235 2:0.001366120218579235 3:0.001366120218579235 4:0.001366120218579235 7:0.001366120218579235 8:0.001366120218579235 9:0.001366120218579235 10:0.001366120218579235
AP891018-0294 12:0.5063025210084033 6:0.3130252100840336 17:0.052521008403361345 16:0.0273109243697479 2:0.0273109243697479 3:0.0273109243697479 14:0.01050420168067227 19:0.01050420168067227 11:0.0021008403361344537 13:0.0021008403361344537 15:0.0021008403361344537 18:0.0021008403361344537 0:0.0021008403361344537 1:0.0021008403361344537 4:0.0021008403361344537 5:0.0021008403361344537 7:0.0021008403361344537 8:0.0021008403361344537 9:0.0021008403361344537 10:0.0021008403361344537
AP891019-0043 9:0.3416666666666667 2:0.275 11:0.075 18:0.06833333333333333 5:0.06833333333333333 4:0.041666666666666664 13:0.028333333333333332 19:0.021666666666666667 7:0.021666666666666667 16:0.015 17:0.015 3:0.015 12:0.0016666666666666668 14:0.0016666666666666668 15:0.0016666666666666668 0:0.0016666666666666668 1:0.0016666666666666668 6:0.0016666666666666668 8:0.0016666666666666668 10:0.0016666666666666668
AP891019-0087 9:0.4987179487179487 2:0.2012820512820513 3:0.1141025641025641 4:0.04230769230769231 16:0.03205128205128205 13:0.021794871794871794 7:0.021794871794871794 1:0.016666666666666666 11:0.011538461538461539 6:0.011538461538461539 10:0.011538461538461539 17:0.00641025641025641 12:0.001282051282051282 14:0.001282051282051282 15:0.001282051282051282 18:0.001282051282051282 19:0.001282051282051282 0:0.001282051282051282 5:0.001282051282051282 8:0.001282051282051282
AP891019-0104 11:0.6240740740740741 16:0.12037037037037036 3:0.08333333333333333 8:0.03888888888888889 17:0.03148148148148148 9:0.03148148148148148 19:0.016666666666666666 12:0.009259259259259259 0:0.009259259259259259 1:0.009259259259259259 6:0.009259259259259259 13:0.001851851851851852 14:0.001851851851851852 15:0.001851851851851852 18:0.001851851851851852 2:0.001851851851851852 4:0.001851851851851852 5:0.001851851851851852 7:0.001851851851851852 10:0.001851851851851852
AP891019-0111 1:0.40805471124620063 6:0.3351063829787234 19:0.1405775075987842 16:0.04331306990881459 15:0.03723404255319149 13:0.009878419452887538 18:0.009878419452887538 8:0.006838905775075988 11:7.598784194528875E-4 12:7.598784194528875E-4 14:7.598784194528875E-4 17:7.598784194528875E-4 0:7.598784194528875E-4 2:7.598784194528875E-4 3:7.598784194528875E-4 4:7.598784194528875E-4 5:7.598784194528875E-4 7:7.598784194528875E-4 9:7.598784194528875E-4 10:7.598784194528875E-4
AP891019-0139 9:0.4076086956521739 16:0.21195652173913043 18:0.1539855072463768 12:0.03804347826086957 15:0.030797101449275364 19:0.030797101449275364 17:0.02355072463768116 6:0.02355072463768116 11:0.016304347826086956 13:0.016304347826086956 4:0.016304347826086956 0:0.009057971014492754 10:0.009057971014492754 14:0.0018115942028985507 1:0.0018115942028985507 2:0.0018115942028985507 3:0.0018115942028985507 5:0.0018115942028985507 7:0.0018115942028985507 8:0.0018115942028985507
AP891019-0250 2:0.23811544991511036 16:0.2296264855687606 19:0.14813242784380307 6:0.07852292020373515 0:0.0700339558573854 12:0.04796264855687606 8:0.04796264855687606 9:0.04456706281833616 17:0.024193548387096774 11:0.01740237691001698 1:0.015704584040747028 10:0.01230899830220713 13:0.007215619694397283 5:0.007215619694397283 7:0.007215619694397283 14:0.0021222410865874364 15:4.2444821731748726E-4 18:4.2444821731748726E-4 3:4.2444821731748726E-4 4:4.2444821731748726E-4
AP891019-0251 2:0.31619718309859157 16:0.26549295774647885 6:0.1528169014084507 19:0.06830985915492958 13:0.045774647887323945 12:0.04014084507042254 3:0.03450704225352113 11:0.020422535211267606 1:0.020422535211267606 0:0.014788732394366197 7:0.011971830985915493 9:0.0035211267605633804 14:7.042253521126761E-4 15:7.042253521126761E-4 17:7.042253521126761E-4 18:7.042253521126761E-4 4:7.042253521126761E-4 5:7.042253521126761E-4 8:7.042253521126761E-4 10:7.042253521126761E-4
AP891020-0227 9:0.4961340206185567 2:0.18685567010309279 5:0.09407216494845361 16:0.05283505154639175 3:0.04252577319587629 11:0.03221649484536082 13:0.03221649484536082 7:0.02190721649484536 1:0.011597938144329897 18:0.006443298969072165 19:0.006443298969072165 6:0.006443298969072165 12:0.001288659793814433 14:0.001288659793814433 15:0.001288659793814433 17:0.001288659793814433 0:0.001288659793814433 4:0.001288659793814433 8:0.001288659793814433 10:0.001288659793814433
AP891020-0241 9:0.32669902912621357 16:0.2587378640776699 2:0.12864077669902912 19:0.06067961165048544 4:0.0470873786407767 1:0.0412621359223301 17:0.03932038834951456 0:0.02378640776699029 3:0.021844660194174758 15:0.017961165048543688 14:0.012135922330097087 12:0.00825242718446602 6:0.004368932038834952 5:0.0024271844660194173 7:0.0024271844660194173 10:0.0024271844660194173 11:4.854368932038835E-4 13:4.854368932038835E-4 18:4.854368932038835E-4 8:4.854368932038835E-4
AP891020-0242 3:0.26963141025641024 2:0.2311698717948718 16:0.20552884615384615 4:0.09174679487179487 1:0.06129807692307692 9:0.045272435897435896 7:0.027644230769230768 6:0.024439102564102564 12:0.018028846153846152 17:0.008413461538461538 18:0.008413461538461538 19:0.003605769230769231 10:0.002003205128205128 11:4.0064102564102563E-4 13:4.0064102564102563E-4 14:4.0064102564102563E-4 15:4.0064102564102563E-4 0:4.0064102564102563E-4 5:4.0064102564102563E-4 8:4.0064102564102563E-4
AP891020-0243 3:0.36213235294117646 4:0.18566176470588236 9:0.17095588235294118 2:0.08272058823529412 16:0.03860294117647059 19:0.03125 5:0.02389705882352941 12:0.016544117647058824 18:0.016544117647058824 1:0.016544117647058824 7:0.016544117647058824 11:0.009191176470588236 8:0.009191176470588236 10:0.009191176470588236 13:0.001838235294117647 14:0.001838235294117647 15:0.001838235294117647 17:0.001838235294117647 0:0.001838235294117647 6:0.001838235294117647
AP891020-0278 19:0.3317669172932331 2:0.3016917293233083 6:0.1513157894736842 0:0.10244360902255639 10:0.046052631578947366 1:0.012218045112781954 9:0.012218045112781954 14:0.008458646616541353 18:0.008458646616541353 5:0.008458646616541353 13:0.004699248120300752 16:0.004699248120300752 11:9.398496240601503E-4 12:9.398496240601503E-4 15:9.398496240601503E-4 17:9.398496240601503E-4 3:9.398496240601503E-4 4:9.398496240601503E-4 7:9.398496240601503E-4 8:9.398496240601503E-4
AP891021-0021 8:0.4735772357723577 12:0.20528455284552846 5:0.08333333333333333 16:0.05894308943089431 17:0.05894308943089431 6:0.034552845528455285 19:0.026422764227642278 18:0.01016260162601626 0:0.01016260162601626 3:0.01016260162601626 4:0.01016260162601626 11:0.0020325203252032522 13:0.0020325203252032522 14:0.0020325203252032522 15:0.0020325203252032522 1:0.0020325203252032522 2:0.0020325203252032522 7:0.0020325203252032522 9:0.0020325203252032522 10:0.0020325203252032522
AP891021-0022 19:0.45723684210526316 16:0.21162280701754385 7:0.09320175438596491 13:0.0712719298245614 4:0.03618421052631579 11:0.027412280701754384 1:0.027412280701754384 0:0.01864035087719298 2:0.01425438596491228 10:0.01425438596491228 17:0.005482456140350877 3:0.005482456140350877 8:0.005482456140350877 9:0.005482456140350877 12:0.0010964912280701754 14:0.0010964912280701754 15:0.0010964912280701754 18:0.0010964912280701754 5:0.0010964912280701754 6:0.0010964912280701754
AP891021-0094 2:0.4754746835443038 16:0.20332278481012658 1:0.09572784810126582 19:0.041930379746835444 0:0.041930379746835444 9:0.038765822784810125 3:0.03243670886075949 8:0.02610759493670886 12:0.01977848101265823 13:0.010284810126582278 5:0.003955696202531646 6:0.003955696202531646 11:7.911392405063291E-4 14:7.911392405063291E-4 15:7.911392405063291E-4 17:7.911392405063291E-4 18:7.911392405063291E-4 4:7.911392405063291E-4 7:7.911392405063291E-4 10:7.911392405063291E-4
